Timestamp,SSIM,B_Var,R_Var,Noise_Max,Contact_Area,Predicted_Label,Confidence
1785381502.784,0.9947,944.2,958.3,4,2,IDLE,0.00
1785381503.935,0.9947,942.8,959.1,4,1,IDLE,0.00
1785381504.032,0.9947,942.8,959.1,4,1,IDLE,0.00
1785381504.099,0.9947,942.8,959.1,4,1,IDLE,0.00
1785381505.243,0.9947,943.3,957.8,3,0,IDLE,0.00
1785381505.351,0.9947,943.3,957.8,3,0,IDLE,0.00
1785381505.420,0.9947,943.3,957.8,3,0,IDLE,0.00
1785381506.561,0.9947,943.8,958.5,3,0,IDLE,0.00
1785381506.682,0.9947,943.8,958.5,3,0,IDLE,0.00
1785381506.732,0.9947,943.8,958.5,3,0,IDLE,0.00
1785381507.898,0.9947,942.8,959.5,3,0,IDLE,0.00
1785381507.998,0.9947,942.8,959.5,3,0,IDLE,0.00
1785381508.065,0.9947,942.8,959.5,3,0,IDLE,0.00
1785381509.203,0.9947,944.0,958.1,3,0,IDLE,0.00
1785381509.316,0.9947,944.0,958.1,3,0,IDLE,0.00
1785381509.388,0.9947,944.0,958.1,3,0,IDLE,0.00
1785381510.510,0.9947,945.0,959.3,4,2,IDLE,0.00
1785381510.633,0.9947,945.0,959.3,4,2,IDLE,0.00
1785381510.701,0.9947,945.0,959.3,4,2,IDLE,0.00
1785381511.843,0.9946,944.3,957.5,3,0,IDLE,0.00
1785381511.968,0.9946,944.3,957.5,3,0,IDLE,0.00
1785381512.034,0.9946,944.3,957.5,3,0,IDLE,0.00
1785381513.160,0.9947,944.3,958.4,4,7,IDLE,0.00
1785381513.281,0.9947,944.3,958.4,4,7,IDLE,0.00
1785381513.332,0.9947,944.3,958.4,4,7,IDLE,0.00
1785381514.488,0.9947,941.7,958.8,4,1,IDLE,0.00
1785381514.608,0.9947,941.7,958.8,4,1,IDLE,0.00
1785381514.667,0.9947,941.7,958.8,4,1,IDLE,0.00
1785381515.804,0.9947,944.4,957.0,3,0,IDLE,0.00
1785381515.915,0.9947,944.4,957.0,3,0,IDLE,0.00
1785381515.983,0.9947,944.4,957.0,3,0,IDLE,0.00
1785381517.126,0.9947,945.0,956.9,4,1,IDLE,0.00
1785381517.234,0.9947,945.0,956.9,4,1,IDLE,0.00
1785381517.315,0.9947,945.0,956.9,4,1,IDLE,0.00
1785381518.428,0.9947,944.8,958.0,3,0,IDLE,0.00
1785381518.539,1.0000,944.8,958.0,0,0,IDLE,0.00
1785381518.616,1.0000,944.8,958.0,0,0,IDLE,0.00
1785381519.761,0.9951,943.7,957.8,2,0,IDLE,0.00
1785381519.861,0.9951,943.7,957.8,2,0,IDLE,0.00
1785381519.917,0.9951,943.7,957.8,2,0,IDLE,0.00
1785381521.110,0.9951,942.8,955.8,2,0,IDLE,0.00
1785381521.181,0.9951,942.8,955.8,2,0,IDLE,0.00
1785381521.251,0.9951,942.8,955.8,2,0,IDLE,0.00
1785381522.410,0.9951,944.4,955.9,2,0,IDLE,0.00
1785381522.517,0.9951,944.4,955.9,2,0,IDLE,0.00
1785381522.586,0.9951,944.4,955.9,2,0,IDLE,0.00
1785381523.726,0.9950,945.3,956.5,2,0,IDLE,0.00
1785381523.834,0.9950,945.3,956.5,2,0,IDLE,0.00
1785381523.899,0.9950,945.3,956.5,2,0,IDLE,0.00
1785381525.029,0.9951,943.8,955.6,2,0,IDLE,0.00
1785381525.145,0.9951,943.8,955.6,2,0,IDLE,0.00
1785381525.198,0.9951,943.8,955.6,2,0,IDLE,0.00
1785381526.349,0.9950,944.2,956.5,3,0,IDLE,0.00
1785381526.461,0.9950,944.2,956.5,3,0,IDLE,0.00
1785381526.515,0.9950,944.2,956.5,3,0,IDLE,0.00
1785381527.685,0.9951,944.9,954.8,2,0,IDLE,0.00
1785381527.809,0.9951,944.9,954.8,2,0,IDLE,0.00
1785381527.865,0.9951,944.9,954.8,2,0,IDLE,0.00
1785381529.009,0.9951,944.4,955.8,2,0,IDLE,0.00
1785381529.130,0.9951,944.4,955.8,2,0,IDLE,0.00
1785381529.184,0.9951,944.4,955.8,2,0,IDLE,0.00
1785381530.310,0.9950,944.0,955.5,2,0,IDLE,0.00
1785381530.422,0.9950,944.0,955.5,2,0,IDLE,0.00
1785381530.482,0.9950,944.0,955.5,2,0,IDLE,0.00
1785381531.637,0.9950,943.4,957.0,2,0,IDLE,0.00
1785381531.763,0.9950,943.4,957.0,2,0,IDLE,0.00
1785381531.817,0.9950,943.4,957.0,2,0,IDLE,0.00
1785381532.960,0.9951,944.0,954.4,2,0,IDLE,0.00
1785381533.066,0.9951,944.0,954.4,2,0,IDLE,0.00
1785381533.138,0.9951,944.0,954.4,2,0,IDLE,0.00
1785381534.285,0.9951,944.1,955.8,2,0,IDLE,0.00
1785381534.394,0.9951,944.1,955.8,2,0,IDLE,0.00
1785381534.456,0.9951,944.1,955.8,2,0,IDLE,0.00
1785381535.592,0.9950,944.8,955.8,3,0,IDLE,0.00
1785381535.704,0.9950,944.8,955.8,3,0,IDLE,0.00
1785381535.766,0.9950,944.8,955.8,3,0,IDLE,0.00
1785381536.933,0.9950,945.3,956.1,2,0,IDLE,0.00
1785381537.045,0.9950,945.3,956.1,2,0,IDLE,0.00
1785381537.101,0.9950,945.3,956.1,2,0,IDLE,0.00
1785381538.245,0.9950,943.8,954.3,2,0,IDLE,0.00
1785381538.360,0.9950,943.8,954.3,2,0,IDLE,0.00
1785381538.415,0.9950,943.8,954.3,2,0,IDLE,0.00
1785381539.577,0.9951,943.9,954.8,2,0,IDLE,0.00
1785381539.684,0.9951,943.9,954.8,2,0,IDLE,0.00
1785381539.762,0.9951,943.9,954.8,2,0,IDLE,0.00
1785381540.879,0.9950,945.1,954.8,2,0,IDLE,0.00
1785381540.992,0.9950,945.1,954.8,2,0,IDLE,0.00
1785381541.049,0.9950,945.1,954.8,2,0,IDLE,0.00
1785381542.215,0.9950,944.9,953.9,3,0,IDLE,0.00
1785381542.317,0.9950,944.9,953.9,3,0,IDLE,0.00
1785381542.384,0.9950,944.9,953.9,3,0,IDLE,0.00
1785381543.526,0.9950,942.1,954.7,2,0,IDLE,0.00
1785381543.640,0.9950,942.1,954.7,2,0,IDLE,0.00
1785381543.701,0.9950,942.1,954.7,2,0,IDLE,0.00
1785381544.869,0.9950,943.7,956.0,3,0,IDLE,0.00
1785381544.994,0.9950,943.7,956.0,3,0,IDLE,0.00
1785381545.050,0.9950,943.7,956.0,3,0,IDLE,0.00
1785381546.166,0.9950,945.8,953.7,3,0,IDLE,0.00
1785381546.279,0.9950,945.8,953.7,3,0,IDLE,0.00
1785381546.332,0.9950,945.8,953.7,3,0,IDLE,0.00
1785381547.526,0.9951,945.1,953.4,2,0,IDLE,0.00
1785381547.601,0.9951,945.1,953.4,2,0,IDLE,0.00
1785381547.665,0.9951,945.1,953.4,2,0,IDLE,0.00
1785381548.811,0.9950,944.2,953.3,2,0,IDLE,0.00
1785381548.917,0.9950,944.2,953.3,2,0,IDLE,0.00
1785381548.983,0.9950,944.2,953.3,2,0,IDLE,0.00
1785381550.113,0.9951,943.8,955.0,2,0,IDLE,0.00
1785381550.240,0.9951,943.8,955.0,2,0,IDLE,0.00
1785381550.298,0.9951,943.8,955.0,2,0,IDLE,0.00
1785381551.453,0.9951,944.3,952.6,2,0,IDLE,0.00
1785381551.573,0.9951,944.3,952.6,2,0,IDLE,0.00
1785381551.634,0.9951,944.3,952.6,2,0,IDLE,0.00
1785381552.760,0.9951,944.6,953.4,2,0,IDLE,0.00
1785381552.872,0.9951,944.6,953.4,2,0,IDLE,0.00
1785381552.933,0.9951,944.6,953.4,2,0,IDLE,0.00
1785381554.092,0.9951,944.0,954.4,2,0,IDLE,0.00
1785381554.204,0.9951,944.0,954.4,2,0,IDLE,0.00
1785381554.265,0.9951,944.0,954.4,2,0,IDLE,0.00
1785381555.402,0.9950,944.7,954.4,2,0,IDLE,0.00
1785381555.533,0.9950,944.7,954.4,2,0,IDLE,0.00
1785381555.583,0.9950,944.7,954.4,2,0,IDLE,0.00
1785381556.726,0.9951,944.9,954.4,2,0,IDLE,0.00
1785381556.834,0.9951,944.9,954.4,2,0,IDLE,0.00
1785381556.900,0.9951,944.9,954.4,2,0,IDLE,0.00
1785381558.034,0.9951,944.7,953.4,2,0,IDLE,0.00
1785381558.146,0.9951,944.7,953.4,2,0,IDLE,0.00
1785381558.201,0.9951,944.7,953.4,2,0,IDLE,0.00
1785381559.354,0.9950,946.3,953.6,2,0,IDLE,0.00
1785381559.478,0.9950,946.3,953.6,2,0,IDLE,0.00
1785381559.532,0.9950,946.3,953.6,2,0,IDLE,0.00
1785381560.693,0.9950,943.4,952.5,2,0,IDLE,0.00
1785381560.812,0.9950,943.4,952.5,2,0,IDLE,0.00
1785381560.865,0.9950,943.4,952.5,2,0,IDLE,0.00
1785381562.009,0.9951,944.5,953.7,2,0,IDLE,0.00
1785381562.130,0.9951,944.5,953.7,2,0,IDLE,0.00
1785381562.183,0.9951,944.5,953.7,2,0,IDLE,0.00
1785381563.316,0.9950,943.3,953.1,2,0,IDLE,0.00
1785381563.434,0.9950,943.3,953.1,2,0,IDLE,0.00
1785381563.500,0.9950,943.3,953.1,2,0,IDLE,0.00
1785381564.649,0.9951,946.4,953.0,2,0,IDLE,0.00
1785381564.747,0.9951,946.4,953.0,2,0,IDLE,0.00
1785381564.830,0.9951,946.4,953.0,2,0,IDLE,0.00
1785381565.963,0.9951,944.3,953.3,2,0,IDLE,0.00
1785381566.068,0.9951,944.3,953.3,2,0,IDLE,0.00
1785381566.137,0.9951,944.3,953.3,2,0,IDLE,0.00
1785381567.292,0.9951,945.4,954.2,2,0,IDLE,0.00
1785381567.414,0.9951,945.4,954.2,2,0,IDLE,0.00
1785381567.470,0.9951,945.4,954.2,2,0,IDLE,0.00
1785381568.609,0.9950,945.5,954.9,2,0,IDLE,0.00
1785381568.723,0.9950,945.5,954.9,2,0,IDLE,0.00
1785381568.782,0.9950,945.5,954.9,2,0,IDLE,0.00
1785381569.944,0.9951,944.0,953.2,2,0,IDLE,0.00
1785381570.048,0.9951,944.0,953.2,2,0,IDLE,0.00
1785381570.117,0.9951,944.0,953.2,2,0,IDLE,0.00
1785381571.242,0.9951,944.1,952.7,2,0,IDLE,0.00
1785381571.365,0.9951,944.1,952.7,2,0,IDLE,0.00
1785381571.419,0.9951,944.1,952.7,2,0,IDLE,0.00
1785381572.560,0.9950,943.8,952.6,2,0,IDLE,0.00
1785381572.672,0.9950,943.8,952.6,2,0,IDLE,0.00
1785381572.732,0.9950,943.8,952.6,2,0,IDLE,0.00
1785381573.895,0.9950,945.5,954.4,2,0,IDLE,0.00
1785381574.015,0.9950,945.5,954.4,2,0,IDLE,0.00
1785381574.065,0.9950,945.5,954.4,2,0,IDLE,0.00
1785381575.209,0.9951,943.8,953.6,2,0,IDLE,0.00
1785381575.331,0.9951,943.8,953.6,2,0,IDLE,0.00
1785381575.384,0.9951,943.8,953.6,2,0,IDLE,0.00
1785381576.536,0.9950,944.0,952.6,2,0,IDLE,0.00
1785381576.650,0.9950,944.0,952.6,2,0,IDLE,0.00
1785381576.726,0.9950,944.0,952.6,2,0,IDLE,0.00
1785381577.853,0.9950,944.8,955.0,2,0,IDLE,0.00
