Timestamp,SSIM,B_Var,R_Var,Noise_Max,Contact_Area,Predicted_Label,Confidence
1785381449.014,0.9948,956.5,990.3,3,0,IDLE,0.00
1785381449.069,0.9947,955.0,989.5,2,0,IDLE,0.00
1785381449.130,0.9948,954.2,992.2,3,0,IDLE,0.00
1785381449.180,0.9948,953.6,991.9,2,0,IDLE,0.00
1785381449.231,0.9948,955.0,989.6,2,0,IDLE,0.00
1785381449.281,0.9948,955.0,989.6,2,0,IDLE,0.00
1785381449.333,0.9948,954.1,989.8,3,0,IDLE,0.00
1785381449.396,0.9948,955.8,991.0,2,0,IDLE,0.00
1785381449.447,0.9949,955.5,990.8,3,0,IDLE,0.00
1785381449.498,0.9949,955.5,990.8,3,0,IDLE,0.00
1785381449.551,0.9948,955.7,990.5,3,0,IDLE,0.00
1785381449.617,0.9948,955.6,991.2,2,0,IDLE,0.00
1785381449.664,0.9948,954.2,992.3,2,0,IDLE,0.00
1785381449.745,0.9948,955.8,988.8,2,0,IDLE,0.00
1785381449.797,0.9948,955.8,988.8,2,0,IDLE,0.00
1785381449.869,0.9948,955.5,990.6,2,0,IDLE,0.00
1785381449.919,0.9948,956.3,991.2,3,0,IDLE,0.00
1785381449.980,0.9948,957.1,990.0,2,0,IDLE,0.00
1785381450.030,0.9948,956.1,992.3,2,0,IDLE,0.00
1785381450.081,0.9948,956.1,992.3,2,0,IDLE,0.00
1785381450.132,0.9948,956.6,990.5,2,0,IDLE,0.00
1785381450.196,0.9948,956.1,989.7,3,0,IDLE,0.00
1785381450.246,0.9948,956.0,990.4,3,0,IDLE,0.00
1785381450.297,0.9948,956.0,990.4,3,0,IDLE,0.00
1785381450.349,0.9947,956.3,990.1,3,0,IDLE,0.00
1785381450.416,0.9948,955.5,990.2,3,0,IDLE,0.00
1785381450.464,0.9948,955.1,992.2,3,0,IDLE,0.00
1785381450.516,0.9948,954.7,990.9,3,0,IDLE,0.00
1785381450.564,0.9948,954.7,990.9,3,0,IDLE,0.00
1785381450.616,0.9948,956.5,988.8,2,0,IDLE,0.00
1785381450.666,0.9947,956.0,990.7,3,0,IDLE,0.00
1785381450.743,0.9948,954.6,990.4,2,0,IDLE,0.00
1785381450.796,0.9948,954.6,990.4,2,0,IDLE,0.00
1785381450.846,0.9948,954.4,990.5,2,0,IDLE,0.00
1785381450.896,0.9948,954.9,990.5,3,0,IDLE,0.00
1785381450.947,0.9948,954.3,990.0,3,0,IDLE,0.00
1785381451.017,0.9948,957.4,991.3,2,0,IDLE,0.00
1785381451.083,0.9948,957.4,991.3,2,0,IDLE,0.00
1785381451.150,0.9948,956.6,990.9,2,0,IDLE,0.00
1785381451.214,0.9948,954.8,990.7,3,0,IDLE,0.00
1785381451.263,0.9948,956.1,989.5,3,0,IDLE,0.00
1785381451.313,0.9947,956.1,991.2,2,0,IDLE,0.00
1785381451.380,0.9947,956.1,991.2,2,0,IDLE,0.00
1785381451.430,0.9948,954.8,990.0,2,0,IDLE,0.00
1785381451.481,0.9948,955.6,991.0,2,0,IDLE,0.00
1785381451.544,0.9947,954.8,989.8,3,0,IDLE,0.00
1785381451.596,0.9947,954.8,989.8,3,0,IDLE,0.00
1785381451.646,0.9949,955.3,990.5,2,0,IDLE,0.00
1785381451.697,0.9948,957.2,990.4,2,0,IDLE,0.00
1785381451.747,0.9949,954.3,991.0,3,0,IDLE,0.00
1785381451.797,0.9948,954.9,989.9,3,0,IDLE,0.00
1785381451.847,0.9948,954.9,989.9,3,0,IDLE,0.00
1785381451.896,0.9948,954.8,990.1,2,0,IDLE,0.00
1785381451.946,0.9948,955.9,989.7,3,0,IDLE,0.00
1785381451.999,0.9947,955.0,988.1,2,0,IDLE,0.00
1785381452.063,0.9947,955.0,988.1,2,0,IDLE,0.00
1785381452.113,0.9948,954.6,991.3,3,0,IDLE,0.00
1785381452.163,0.9947,954.7,989.6,3,0,IDLE,0.00
1785381452.213,0.9948,954.6,990.1,3,0,IDLE,0.00
1785381452.267,0.9948,954.0,990.9,3,0,IDLE,0.00
1785381452.330,0.9948,954.0,990.9,3,0,IDLE,0.00
1785381452.380,0.9949,953.6,990.0,2,0,IDLE,0.00
1785381452.430,0.9948,955.0,989.3,2,0,IDLE,0.00
1785381452.480,0.9948,955.0,990.8,2,0,IDLE,0.00
1785381452.547,0.9948,955.0,990.8,2,0,IDLE,0.00
1785381452.598,0.9948,956.0,991.9,2,0,IDLE,0.00
1785381452.667,0.9948,957.1,990.5,2,0,IDLE,0.00
1785381452.727,0.9948,955.9,991.3,2,0,IDLE,0.00
1785381452.788,0.9948,954.8,991.0,2,0,IDLE,0.00
1785381452.846,0.9948,954.8,991.0,2,0,IDLE,0.00
1785381452.900,0.9949,953.8,990.3,3,0,IDLE,0.00
1785381452.966,0.9949,955.4,989.9,2,0,IDLE,0.00
1785381453.013,0.9948,954.3,991.2,3,0,IDLE,0.00
1785381453.071,0.9948,955.0,988.1,2,0,IDLE,0.00
1785381453.130,0.9948,955.0,988.1,2,0,IDLE,0.00
1785381453.181,0.9948,955.2,989.1,3,0,IDLE,0.00
1785381453.262,0.9948,954.2,990.6,3,0,IDLE,0.00
1785381453.316,0.9948,953.4,989.1,3,0,IDLE,0.00
1785381453.378,0.9948,953.4,989.1,3,0,IDLE,0.00
1785381453.433,0.9948,954.8,990.0,2,0,IDLE,0.00
1785381453.500,0.9948,954.3,989.6,3,0,IDLE,0.00
1785381453.562,0.9948,955.3,988.6,3,0,IDLE,0.00
1785381453.613,0.9948,954.8,990.1,2,0,IDLE,0.00
1785381453.664,0.9948,954.8,990.1,2,0,IDLE,0.00
1785381453.713,0.9949,955.4,990.5,2,0,IDLE,0.00
1785381453.763,0.9948,954.4,990.0,3,0,IDLE,0.00
1785381453.813,0.9948,954.6,990.3,3,0,IDLE,0.00
1785381453.867,0.9948,953.3,992.7,2,0,IDLE,0.00
1785381453.930,0.9948,953.3,992.7,2,0,IDLE,0.00
1785381453.980,0.9948,954.1,990.1,2,0,IDLE,0.00
1785381454.030,0.9948,955.1,989.1,2,0,IDLE,0.00
1785381454.099,0.9947,953.8,989.7,3,0,IDLE,0.00
1785381454.167,0.9947,953.8,989.7,3,0,IDLE,0.00
1785381454.229,0.9948,954.4,989.2,3,0,IDLE,0.00
1785381454.296,0.9948,955.3,990.7,2,0,IDLE,0.00
1785381454.346,0.9948,955.5,990.0,2,0,IDLE,0.00
1785381454.399,0.9948,956.4,991.4,2,0,IDLE,0.00
1785381454.476,0.9948,956.4,991.4,2,0,IDLE,0.00
1785381454.529,0.9948,954.5,991.0,2,0,IDLE,0.00
1785381454.580,0.9947,955.7,989.3,2,0,IDLE,0.00
1785381454.630,0.9948,955.2,990.3,3,0,IDLE,0.00
1785381454.680,0.9948,953.8,989.5,2,0,IDLE,0.00
1785381454.731,0.9948,953.8,989.5,2,0,IDLE,0.00
1785381454.796,0.9948,953.5,990.4,2,0,IDLE,0.00
1785381454.846,0.9948,955.7,991.7,3,0,IDLE,0.00
1785381454.896,0.9948,953.0,989.0,2,0,IDLE,0.00
1785381454.947,0.9948,953.0,989.0,2,0,IDLE,0.00
1785381454.998,0.9948,955.3,990.4,3,0,IDLE,0.00
1785381455.067,0.9947,955.8,990.8,3,0,IDLE,0.00
1785381455.130,0.9948,955.5,990.3,3,0,IDLE,0.00
1785381455.200,0.9948,956.9,990.0,3,0,IDLE,0.00
1785381455.263,0.9948,956.9,990.0,3,0,IDLE,0.00
1785381455.313,0.9948,954.6,989.8,3,0,IDLE,0.00
1785381455.363,0.9948,955.5,990.8,3,0,IDLE,0.00
1785381455.413,0.9948,954.6,990.9,2,0,IDLE,0.00
1785381455.467,0.9948,954.5,989.9,2,0,IDLE,0.00
1785381455.529,0.9948,954.5,989.9,2,0,IDLE,0.00
1785381455.579,0.9948,955.2,990.2,2,0,IDLE,0.00
1785381455.631,0.9948,955.6,990.4,2,0,IDLE,0.00
1785381455.702,0.9948,954.1,990.2,2,0,IDLE,0.00
1785381455.763,0.9948,954.1,990.2,2,0,IDLE,0.00
1785381455.813,0.9948,954.5,990.1,2,0,IDLE,0.00
1785381455.863,0.9947,954.2,991.5,3,0,IDLE,0.00
1785381455.913,0.9948,954.5,989.3,2,0,IDLE,0.00
1785381455.963,0.9948,952.7,989.9,2,0,IDLE,0.00
1785381456.014,0.9948,952.7,989.9,2,0,IDLE,0.00
1785381456.063,0.9948,955.1,989.5,3,0,IDLE,0.00
1785381456.113,0.9948,954.2,988.6,2,0,IDLE,0.00
1785381456.163,0.9948,953.8,989.4,3,0,IDLE,0.00
1785381456.214,0.9948,953.8,989.4,3,0,IDLE,0.00
1785381456.270,0.9948,955.8,990.2,2,0,IDLE,0.00
1785381456.333,0.9948,955.9,989.4,2,0,IDLE,0.00
1785381456.380,0.9948,955.0,988.7,2,0,IDLE,0.00
1785381456.430,0.9948,955.1,990.3,2,0,IDLE,0.00
1785381456.480,0.9948,955.1,990.3,2,0,IDLE,0.00
1785381456.532,0.9948,955.1,990.8,2,0,IDLE,0.00
1785381456.596,0.9948,953.2,989.5,3,0,IDLE,0.00
1785381456.647,0.9948,955.3,990.8,2,0,IDLE,0.00
1785381456.696,0.9948,955.3,990.8,2,0,IDLE,0.00
1785381456.748,0.9948,955.2,989.9,2,0,IDLE,0.00
1785381456.799,0.9948,954.5,989.7,2,0,IDLE,0.00
1785381456.863,0.9948,954.6,989.1,3,0,IDLE,0.00
1785381456.914,0.9948,953.5,990.4,2,0,IDLE,0.00
1785381456.963,0.9948,953.5,990.4,2,0,IDLE,0.00
1785381457.013,0.9948,954.4,989.9,3,0,IDLE,0.00
1785381457.065,0.9948,953.8,988.4,2,0,IDLE,0.00
1785381457.129,0.9948,954.6,991.8,3,0,IDLE,0.00
1785381457.180,0.9948,954.6,991.8,3,0,IDLE,0.00
1785381457.231,0.9948,955.2,989.6,2,0,IDLE,0.00
1785381457.302,0.9948,955.3,990.1,3,0,IDLE,0.00
1785381457.363,0.9947,954.2,989.1,2,0,IDLE,0.00
1785381457.413,0.9949,954.7,990.0,2,0,IDLE,0.00
1785381457.464,0.9949,954.7,990.0,2,0,IDLE,0.00
1785381457.513,0.9948,954.5,991.2,2,0,IDLE,0.00
1785381457.563,0.9948,953.2,989.2,3,0,IDLE,0.00
1785381457.614,0.9948,954.7,988.5,3,0,IDLE,0.00
1785381457.664,0.9948,954.7,988.5,3,0,IDLE,0.00
1785381457.729,0.9948,954.3,988.1,2,0,IDLE,0.00
1785381457.780,0.9948,954.0,988.5,3,0,IDLE,0.00
1785381457.829,0.9948,954.7,991.2,3,0,IDLE,0.00
1785381457.880,0.9949,954.1,990.0,2,0,IDLE,0.00
1785381457.930,0.9949,954.1,990.0,2,0,IDLE,0.00
1785381457.996,0.9947,955.4,989.7,2,0,IDLE,0.00
1785381458.046,0.9948,954.1,990.7,3,0,IDLE,0.00
1785381458.096,0.9948,955.4,988.7,2,0,IDLE,0.00
1785381458.147,0.9948,955.4,988.7,2,0,IDLE,0.00
1785381458.196,0.9948,954.9,991.4,2,0,IDLE,0.00
1785381458.246,0.9948,954.5,991.2,3,0,IDLE,0.00
1785381458.296,0.9948,953.8,989.2,2,0,IDLE,0.00
1785381458.347,0.9948,954.9,989.8,2,0,IDLE,0.00
1785381458.399,0.9948,954.9,989.8,2,0,IDLE,0.00
1785381458.462,0.9948,954.2,989.2,3,0,IDLE,0.00
1785381458.513,0.9948,954.6,990.3,2,0,IDLE,0.00
1785381458.563,0.9947,954.7,990.1,2,0,IDLE,0.00
1785381458.613,0.9947,954.7,990.1,2,0,IDLE,0.00
1785381458.668,0.9948,952.0,988.7,2,0,IDLE,0.00
1785381458.729,0.9948,953.6,989.4,2,0,IDLE,0.00
1785381458.779,0.9948,954.9,990.0,2,0,IDLE,0.00
1785381458.829,0.9948,956.9,989.1,2,0,IDLE,0.00
1785381458.880,0.9948,956.9,989.1,2,0,IDLE,0.00
1785381458.950,0.9948,955.9,988.7,2,0,IDLE,0.00
1785381459.013,0.9947,954.1,990.1,3,0,IDLE,0.00
1785381459.063,0.9948,953.5,990.7,3,0,IDLE,0.00
1785381459.117,0.9948,953.5,990.7,3,0,IDLE,0.00
1785381459.183,0.9948,953.6,988.3,2,0,IDLE,0.00
1785381462.983,0.7991,107.3,2364.7,127,76800,BACKGROUND,0.00
1785381463.126,0.7991,107.3,2364.7,127,76800,BACKGROUND,0.00
1785381463.271,0.7991,107.3,2364.7,127,76800,BACKGROUND,0.00
1785381463.343,0.7991,107.3,2364.7,127,76800,BACKGROUND,0.00
1785381463.415,0.7991,107.3,2364.7,127,76800,BACKGROUND,0.00
1785381463.499,0.7991,107.3,2364.7,127,76800,BACKGROUND,0.00
1785381464.317,0.7776,15.8,1226.5,146,76800,BACKGROUND,0.00
1785381464.431,0.7776,15.8,1226.5,146,76800,BACKGROUND,0.00
1785381464.514,0.7776,15.8,1226.5,146,76800,BACKGROUND,0.00
1785381465.639,0.9946,946.2,974.5,3,0,IDLE,0.00
1785381465.762,0.9946,946.2,974.5,3,0,IDLE,0.00
1785381465.815,0.9946,946.2,974.5,3,0,IDLE,0.00
1785381466.961,0.9945,941.5,971.7,3,0,IDLE,0.00
1785381467.081,0.9945,941.5,971.7,3,0,IDLE,0.00
1785381467.134,0.9945,941.5,971.7,3,0,IDLE,0.00
1785381468.262,0.9946,941.8,970.3,3,0,IDLE,0.00
1785381468.363,0.9946,941.8,970.3,3,0,IDLE,0.00
1785381468.433,0.9946,941.8,970.3,3,0,IDLE,0.00
1785381469.592,0.9946,948.2,971.9,3,0,IDLE,0.00
1785381469.715,0.9946,948.2,971.9,3,0,IDLE,0.00
1785381469.765,0.9946,948.2,971.9,3,0,IDLE,0.00
1785381470.920,0.9946,948.7,973.9,3,0,IDLE,0.00
1785381471.049,0.9946,948.7,973.9,3,0,IDLE,0.00
1785381471.099,0.9946,948.7,973.9,3,0,IDLE,0.00
1785381472.236,0.9946,948.1,971.0,3,0,IDLE,0.00
1785381472.363,0.9946,948.1,971.0,3,0,IDLE,0.00
1785381472.415,0.9946,948.1,971.0,3,0,IDLE,0.00
1785381473.544,0.9946,947.9,972.0,3,0,IDLE,0.00
1785381473.655,0.9946,947.9,972.0,3,0,IDLE,0.00
1785381473.716,0.9946,947.9,972.0,3,0,IDLE,0.00
1785381474.861,0.9947,944.3,967.9,3,0,IDLE,0.00
1785381474.972,0.9947,944.3,967.9,3,0,IDLE,0.00
1785381475.032,0.9947,944.3,967.9,3,0,IDLE,0.00
1785381476.203,0.9947,945.8,967.3,3,0,IDLE,0.00
1785381476.314,0.9947,945.8,967.3,3,0,IDLE,0.00
1785381476.382,0.9947,945.8,967.3,3,0,IDLE,0.00
1785381477.564,0.9945,948.2,970.0,4,2,IDLE,0.00
1785381477.639,0.9945,948.2,970.0,4,2,IDLE,0.00
1785381477.699,0.9945,948.2,970.0,4,2,IDLE,0.00
1785381478.827,0.9945,946.9,971.0,4,1,IDLE,0.00
1785381478.934,0.9945,946.9,971.0,4,1,IDLE,0.00
1785381478.998,0.9945,946.9,971.0,4,1,IDLE,0.00
1785381480.178,0.9946,948.6,969.4,3,0,IDLE,0.00
1785381480.254,0.9946,948.6,969.4,3,0,IDLE,0.00
1785381480.317,0.9946,948.6,969.4,3,0,IDLE,0.00
1785381481.476,0.9946,947.5,967.8,3,0,IDLE,0.00
1785381481.598,0.9946,947.5,967.8,3,0,IDLE,0.00
1785381481.649,0.9946,947.5,967.8,3,0,IDLE,0.00
1785381482.818,0.9947,943.5,965.0,4,1,IDLE,0.00
1785381482.932,0.9947,943.5,965.0,4,1,IDLE,0.00
1785381482.983,0.9947,943.5,965.0,4,1,IDLE,0.00
1785381484.099,0.9948,942.6,963.9,3,0,IDLE,0.00
1785381484.223,0.9948,942.6,963.9,3,0,IDLE,0.00
1785381484.283,0.9948,942.6,963.9,3,0,IDLE,0.00
1785381485.466,0.9947,942.0,963.1,3,0,IDLE,0.00
1785381485.550,0.9947,942.0,963.1,3,0,IDLE,0.00
1785381485.628,0.9947,942.0,963.1,3,0,IDLE,0.00
1785381486.759,0.9947,943.1,963.7,4,1,IDLE,0.00
1785381486.870,0.9947,943.1,963.7,4,1,IDLE,0.00
1785381486.932,0.9947,943.1,963.7,4,1,IDLE,0.00
1785381488.076,0.9947,943.6,962.3,3,0,IDLE,0.00
1785381488.194,0.9947,943.6,962.3,3,0,IDLE,0.00
1785381488.249,0.9947,943.6,962.3,3,0,IDLE,0.00
1785381489.403,0.9946,942.8,961.9,3,0,IDLE,0.00
1785381489.532,0.9946,942.8,961.9,3,0,IDLE,0.00
1785381489.582,0.9946,942.8,961.9,3,0,IDLE,0.00
1785381490.743,0.9947,943.9,962.1,4,3,IDLE,0.00
1785381490.828,0.9947,943.9,962.1,4,3,IDLE,0.00
1785381490.882,0.9947,943.9,962.1,4,3,IDLE,0.00
1785381492.045,0.9947,944.9,961.4,3,0,IDLE,0.00
1785381492.150,0.9947,944.9,961.4,3,0,IDLE,0.00
1785381492.217,0.9947,944.9,961.4,3,0,IDLE,0.00
1785381493.359,0.9947,943.1,960.8,3,0,IDLE,0.00
1785381493.472,0.9947,943.1,960.8,3,0,IDLE,0.00
1785381493.533,0.9947,943.1,960.8,3,0,IDLE,0.00
1785381494.676,0.9947,941.0,961.1,3,0,IDLE,0.00
1785381494.796,0.9947,941.0,961.1,3,0,IDLE,0.00
1785381494.850,0.9947,941.0,961.1,3,0,IDLE,0.00
1785381495.981,0.9947,944.4,961.2,4,1,IDLE,0.00
1785381496.099,0.9947,944.4,961.2,4,1,IDLE,0.00
1785381496.149,0.9947,944.4,961.2,4,1,IDLE,0.00
1785381497.327,0.9947,944.1,959.2,3,0,IDLE,0.00
1785381497.442,0.9947,944.1,959.2,3,0,IDLE,0.00
1785381497.498,0.9947,944.1,959.2,3,0,IDLE,0.00
1785381498.683,0.9946,943.9,960.8,4,2,IDLE,0.00
1785381498.750,0.9946,943.9,960.8,4,2,IDLE,0.00
1785381498.818,0.9946,943.9,960.8,4,2,IDLE,0.00
1785381499.960,0.9948,944.0,960.8,3,0,IDLE,0.00
1785381500.063,0.9948,944.0,960.8,3,0,IDLE,0.00
1785381500.117,0.9948,944.0,960.8,3,0,IDLE,0.00
1785381501.287,0.9947,944.1,959.0,4,1,IDLE,0.00
1785381501.401,0.9947,944.1,959.0,4,1,IDLE,0.00
1785381501.466,0.9947,944.1,959.0,4,1,IDLE,0.00
1785381502.603,0.9947,944.2,958.3,4,2,IDLE,0.00
1785381502.716,0.9947,944.2,958.3,4,2,IDLE,0.00
