Timestamp,SSIM,PCR_Percent,B_Var,R_Var,Max_Surge,Predicted_Label,Confidence
1785726979.845,0.9949,0.000,950.2,960.5,2,IDLE,0.00
1785726980.084,0.9949,0.000,950.6,959.9,3,IDLE,0.00
1785726980.305,0.9948,0.000,951.7,959.8,2,IDLE,0.00
1785726980.534,0.9949,0.000,950.9,959.9,3,IDLE,0.00
1785726980.742,0.9949,0.000,952.5,959.7,2,IDLE,0.00
1785726980.981,0.9949,0.000,952.1,960.7,2,IDLE,0.00
1785726981.205,0.9949,0.000,950.3,961.3,3,IDLE,0.00
1785726981.422,0.9948,0.000,951.9,960.9,3,IDLE,0.00
1785726981.630,0.9949,0.000,950.9,960.8,2,IDLE,0.00
1785726981.854,0.9949,0.000,951.6,961.7,3,IDLE,0.00
1785726982.078,0.9949,0.000,950.0,961.3,2,IDLE,0.00
1785726982.318,0.9949,0.000,951.2,962.4,3,IDLE,0.00
1785726982.524,0.9949,0.000,948.8,961.1,3,IDLE,0.00
1785726982.748,0.9948,0.000,950.6,961.2,3,IDLE,0.00
1785726982.972,0.9949,0.000,950.8,960.1,3,IDLE,0.00
1785726983.196,0.9948,0.000,950.3,961.3,3,IDLE,0.00
1785726983.420,0.9948,0.000,948.6,959.4,3,IDLE,0.00
1785726983.655,0.9949,0.000,950.4,961.0,3,IDLE,0.00
1785726983.879,0.9949,0.000,950.1,960.8,2,IDLE,0.00
1785726984.087,0.9949,0.000,950.8,960.2,3,IDLE,0.00
1785726984.327,0.9948,0.000,950.1,960.4,2,IDLE,0.00
1785726984.551,0.9948,0.000,950.2,960.8,3,IDLE,0.00
1785726984.756,0.9948,0.000,950.1,959.6,2,IDLE,0.00
1785726984.980,0.9948,0.000,949.5,960.2,3,IDLE,0.00
1785726985.222,0.9949,0.000,948.9,959.0,2,IDLE,0.00
1785726985.417,0.9949,0.000,948.9,959.0,2,IDLE,0.00
1785726987.661,0.8061,100.000,122.2,2820.3,123,BACKGROUND,0.00
1785726987.794,0.8061,100.000,122.2,2820.3,123,BACKGROUND,0.00
1785726987.925,0.8061,100.000,122.2,2820.3,123,BACKGROUND,0.00
1785726988.136,0.8061,100.000,122.2,2820.3,123,BACKGROUND,0.00
1785726988.999,0.7975,100.000,108.2,2380.5,127,BACKGROUND,0.00
1785726989.099,0.7975,100.000,108.2,2380.5,127,BACKGROUND,0.00
1785726989.279,0.7975,100.000,108.2,2380.5,127,BACKGROUND,0.00
1785726990.319,0.7759,100.000,16.0,1254.8,146,BACKGROUND,0.00
1785726990.410,0.7759,100.000,16.0,1254.8,146,BACKGROUND,0.00
1785726990.576,0.7759,100.000,16.0,1254.8,146,BACKGROUND,0.00
1785726991.676,0.9947,0.000,940.2,946.3,3,IDLE,0.00
1785726991.747,0.9947,0.000,940.2,946.3,3,IDLE,0.00
1785726991.923,0.9947,0.000,940.2,946.3,3,IDLE,0.00
1785726992.945,0.9948,0.000,938.0,943.2,3,IDLE,0.00
1785726993.031,0.9948,0.000,938.0,943.2,3,IDLE,0.00
1785726993.211,0.9948,0.000,938.0,943.2,3,IDLE,0.00
1785726994.277,0.9948,0.000,938.8,944.2,3,IDLE,0.00
1785726994.355,0.9948,0.000,938.8,944.2,3,IDLE,0.00
1785726994.536,0.9948,0.000,938.8,944.2,3,IDLE,0.00
1785726995.586,0.9947,0.000,943.3,945.9,3,IDLE,0.00
1785726995.676,0.9947,0.000,943.3,945.9,3,IDLE,0.00
1785726995.849,0.9947,0.000,943.3,945.9,3,IDLE,0.00
1785726996.898,0.9947,0.000,944.0,945.8,3,IDLE,0.00
1785726996.981,0.9947,0.000,944.0,945.8,3,IDLE,0.00
1785726997.151,0.9947,0.000,944.0,945.8,3,IDLE,0.00
1785726998.220,0.9947,0.000,944.0,945.0,3,IDLE,0.00
